chrom	intergenic_start	intergenic_end	intergenic_distance	gene_1_ID	gene_1_name	gene_2_ID	gene_2_name	mean_phylop	prop_constraint	category	td_gene_ID	td_gene_name
chr8	54148515	54457934	309421	ENSG00000137547	MRPL15	ENSG00000164736	SOX17	0.0684641798714385	0.0266982525426522	td_neighbour	ENSG00000164736	SOX17
chr8	54460893	54509421	48530	ENSG00000164736	SOX17	ENSG00000104237	RP1	-0.0343572017308866	0.0137440758293839	td_bs	ENSG00000164736	SOX17
chr8	54871721	55102027	230308	ENSG00000104237	RP1	ENSG00000206579	XKR4	-0.0048490499678656	0.0127438039494937	td_bs	ENSG00000206579	XKR4
chr8	55542055	55696423	154370	ENSG00000206579	XKR4	ENSG00000167904	TMEM68	0.0180766988404473	0.00946427414653106	td_bs	ENSG00000206579	XKR4
chr8	55773408	55773445	39	ENSG00000167904	TMEM68	ENSG00000137574	TGS1	1.04005128205128	0.205128205128205	non_td	NA	NA
chr8	55826446	55879834	53390	ENSG00000137574	TGS1	ENSG00000254087	LYN	-0.083516220265966	0.011818692639071	non_td	NA	NA
chr8	56014170	56067253	53085	ENSG00000254087	LYN	ENSG00000008988	RPS20	0.0376345483658276	0.0149383064895922	non_td	NA	NA
chr8	56074511	56112941	38432	ENSG00000008988	RPS20	ENSG00000172680	MOS	0.0372609283930055	0.0123594920899251	non_td	NA	NA
chr8	56113983	56160908	46927	ENSG00000172680	MOS	ENSG00000181690	PLAG1	0.0713368423295832	0.00818292241140495	non_td	NA	NA
chr8	56211325	56211685	362	ENSG00000181690	PLAG1	ENSG00000170791	CHCHD7	1.84062154696133	0.392265193370166	non_td	NA	NA
chr8	56218810	56300004	81196	ENSG00000170791	CHCHD7	ENSG00000170786	SDR16C5	0.0668512611458655	0.0137322035568255	non_td	NA	NA
chr8	56320777	56436673	115898	ENSG00000170786	SDR16C5	ENSG00000181195	PENK	0.00896374398177426	0.00677319712160693	non_td	NA	NA
chr8	56446672	56957930	511260	ENSG00000181195	PENK	ENSG00000104331	BPNT2	0.00423446387356954	0.0145190314125885	non_td	NA	NA
chr8	56993868	57994508	1000642	ENSG00000104331	BPNT2	ENSG00000169122	FAM110B	-0.0419745433431709	0.010487267174474	non_td	NA	NA
chr8	58204280	58411358	207080	ENSG00000169122	FAM110B	ENSG00000215114	UBXN2B	0.0350955476144473	0.0136710450067607	non_td	NA	NA
chr8	58451502	58490177	38677	ENSG00000215114	UBXN2B	ENSG00000167910	CYP7A1	-0.00645205160689835	0.0140652067119994	non_td	NA	NA
chr8	58500164	58552923	52761	ENSG00000167910	CYP7A1	ENSG00000137575	SDCBP	0.0530410530505478	0.00813100585659862	non_td	NA	NA
chr8	58582860	58583507	649	ENSG00000137575	SDCBP	ENSG00000035681	NSMAF	-0.196052388289676	0.0154083204930663	non_td	NA	NA
chr8	58659854	58805411	145559	ENSG00000035681	NSMAF	ENSG00000198846	TOX	0.0819210423264809	0.0209399624894373	td_neighbour	ENSG00000198846	TOX
chr8	59119148	60185411	1066265	ENSG00000198846	TOX	ENSG00000178538	CA8	0.143211770057041	0.0328539340595443	td_bs	ENSG00000198846	TOX
chr8	60281401	60516935	235536	ENSG00000178538	CA8	ENSG00000104388	RAB2A	0.0880032479111443	0.0193431152774947	non_td	NA	NA
chr8	60623645	60678739	55096	ENSG00000104388	RAB2A	ENSG00000171316	CHD7	0.0968602076375782	0.0326339480180049	td_bs	ENSG00000171316	CHD7
chr8	60868029	61057157	189130	ENSG00000171316	CHD7	ENSG00000177182	CLVS1	0.303089573309337	0.0740390207793581	td_bs	ENSG00000171316	CHD7
chr8	61501646	62248590	746946	ENSG00000177182	CLVS1	ENSG00000185942	NKAIN3	0.0490452107648895	0.021830226013661	non_td	NA	NA
chr8	63014001	63014880	881	ENSG00000185942	NKAIN3	ENSG00000137563	GGH	-0.0470510783200909	0.0170261066969353	non_td	NA	NA
chr8	63039408	63048552	9146	ENSG00000137563	GGH	ENSG00000137561	TTPA	0.0380663678110631	0.00273343538158758	non_td	NA	NA
chr8	63086054	63168552	82500	ENSG00000137561	TTPA	ENSG00000185728	YTHDF3	0.108236000000052	0.0187272727272727	non_td	NA	NA
chr8	63212787	64580364	1367579	ENSG00000185728	YTHDF3	ENSG00000180828	BHLHE22	0.223843290223187	0.0456873058156055	non_td	NA	NA
chr8	64583628	64587762	4136	ENSG00000180828	BHLHE22	ENSG00000172817	CYP7B1	1.13661532882012	0.209139264990329	td_bs	ENSG00000172817	CYP7B1
chr8	64798738	65602457	803721	ENSG00000172817	CYP7B1	ENSG00000104442	ARMC1	0.276238243121706	0.0447630458828375	td_bs	ENSG00000172817	CYP7B1
chr8	65634218	65714333	80117	ENSG00000104442	ARMC1	ENSG00000205268	PDE7A	0.182175143852113	0.0281213724927294	td_bs	ENSG00000104442	ARMC1
chr8	65842323	66021552	179231	ENSG00000205268	PDE7A	ENSG00000147570	DNAJC5B	0.187808515267962	0.0210064107213596	non_td	NA	NA
chr8	66101246	66126895	25651	ENSG00000147570	DNAJC5B	ENSG00000147573	TRIM55	0.149209582472419	0.0286538536509298	non_td	NA	NA
chr8	66175486	66176375	891	ENSG00000147573	TRIM55	ENSG00000147571	CRH	0.5086632996633	0.0482603815937149	non_td	NA	NA
chr8	66178465	66432485	254022	ENSG00000147571	CRH	ENSG00000285791	NA	0.243203415452195	0.0294069017644141	non_td	NA	NA
chr8	66518525	66562174	43651	ENSG00000285791	NA	ENSG00000185697	MYBL1	0.194774873427875	0.0329889349613984	td_neighbour	ENSG00000185697	MYBL1
chr8	66614248	66628486	14240	ENSG00000185697	MYBL1	ENSG00000175073	VCPIP1	0.272451685393256	0.0242977528089888	td_bs	ENSG00000185697	MYBL1
chr8	66667232	66667595	365	ENSG00000175073	VCPIP1	ENSG00000288602	NA	1.51127397260274	0.276712328767123	non_td	NA	NA
chr8	66860473	66870748	10277	ENSG00000288602	NA	ENSG00000178460	MCMDC2	0.197888780772595	0.0311374914858422	non_td	NA	NA
chr8	66922049	66946500	24453	ENSG00000178460	MCMDC2	ENSG00000261787	TCF24	0.215879401300454	0.032838506522717	td_neighbour	ENSG00000261787	TCF24
chr8	66962592	66964098	1508	ENSG00000261787	TCF24	ENSG00000178125	PPP1R42	-0.211062997347479	0.0278514588859416	td_bs	ENSG00000261787	TCF24
chr8	67056605	67173510	116907	ENSG00000178125	PPP1R42	ENSG00000066777	ARFGEF1	0.323823996852149	0.0452410890707999	non_td	NA	NA
chr8	67343782	67422037	78257	ENSG00000066777	ARFGEF1	ENSG00000165078	CPA6	0.191307652989521	0.0229883588688552	non_td	NA	NA
chr8	67746379	67952045	205668	ENSG00000165078	CPA6	ENSG00000046889	PREX2	0.140805691697289	0.0230663010288426	non_td	NA	NA
chr8	68237033	68330954	93923	ENSG00000046889	PREX2	ENSG00000165084	C8orf34	0.0732745121003446	0.0139050072932083	non_td	NA	NA
chr8	68819024	69466623	647601	ENSG00000165084	C8orf34	ENSG00000137573	SULF1	0.1427409701344	0.0293436853865266	non_td	NA	NA
chr8	69660916	69667045	6131	ENSG00000137573	SULF1	ENSG00000137571	SLCO5A1	-0.0913333877018399	0.0215299298646224	non_td	NA	NA
chr8	69834979	69938167	103190	ENSG00000137571	SLCO5A1	ENSG00000280393	NA	0.105346990987521	0.0231999224731079	non_td	NA	NA
chr8	69938401	70051650	113251	ENSG00000280393	NA	ENSG00000147596	PRDM14	-0.00923882349824744	0.0207238788178471	non_td	NA	NA
chr8	70071694	70109781	38089	ENSG00000147596	PRDM14	ENSG00000140396	NCOA2	-0.047425450917593	0.00546089422142876	non_td	NA	NA
chr8	70403809	70573217	169410	ENSG00000140396	NCOA2	ENSG00000067167	TRAM1	0.233530954489077	0.0369635794817307	non_td	NA	NA
chr8	70608417	70635317	26902	ENSG00000067167	TRAM1	ENSG00000147592	LACTB2	0.155726823284518	0.0154263623522415	non_td	NA	NA
chr8	70669186	70669338	154	ENSG00000147592	LACTB2	ENSG00000221947	XKR9	-0.393415584415585	0.025974025974026	td_neighbour	ENSG00000221947	XKR9
chr8	70790372	71197432	407062	ENSG00000221947	XKR9	ENSG00000104313	EYA1	0.274022284074702	0.046064235914922	td_bs	ENSG00000221947	XKR9
chr8	71592026	71841559	249535	ENSG00000104313	EYA1	ENSG00000178860	MSC	0.199983457230406	0.0448914981866271	td_bs	ENSG00000104313	EYA1
chr8	71844413	72019916	175505	ENSG00000178860	MSC	ENSG00000104321	TRPA1	0.126702783396477	0.0293495911797385	td_bs	ENSG00000178860	MSC
chr8	72075585	72537224	461641	ENSG00000104321	TRPA1	ENSG00000182674	KCNB2	0.0732994924627792	0.016239892037319	non_td	NA	NA
chr8	72938350	73008855	70507	ENSG00000182674	KCNB2	ENSG00000147601	TERF1	0.244549789382587	0.0342377352603288	non_td	NA	NA
chr8	73048124	73064542	16420	ENSG00000147601	TERF1	ENSG00000164764	SBSPON	0.051700974421437	0.00334957369062119	non_td	NA	NA
chr8	73124089	73241328	117241	ENSG00000164764	SBSPON	ENSG00000274443	C8orf89	0.0930972867853501	0.0211188918552384	non_td	NA	NA
chr8	73259503	73294601	35100	ENSG00000274443	C8orf89	ENSG00000121039	RDH10	0.26317792022792	0.0483475783475784	non_td	NA	NA
chr8	73325282	73420368	95088	ENSG00000121039	RDH10	ENSG00000040341	STAU2	0.173849991586745	0.044138061585058	non_td	NA	NA
chr8	73747709	73780096	32389	ENSG00000040341	STAU2	ENSG00000104343	UBE2W	0.077114143690754	0.00589706381796289	non_td	NA	NA
chr8	73878911	73939168	60259	ENSG00000104343	UBE2W	ENSG00000154582	ELOC	0.1244715976037	0.0160142053469191	non_td	NA	NA
chr8	73972288	73972436	150	ENSG00000154582	ELOC	ENSG00000175606	TMEM70	0.55788	0.126666666666667	non_td	NA	NA
chr8	73982784	73991391	8609	ENSG00000175606	TMEM70	ENSG00000154589	LY96	0.251788128702516	0.0397258682773841	non_td	NA	NA
chr8	74029080	74320612	291534	ENSG00000154589	LY96	ENSG00000104381	GDAP1	0.185953329628771	0.0353063450575233	non_td	NA	NA
chr8	74518008	74824533	306527	ENSG00000104381	GDAP1	ENSG00000137558	PI15	0.166976080410536	0.0283531303930812	non_td	NA	NA
chr8	74855030	74984504	129476	ENSG00000137558	PI15	ENSG00000121005	CRISPLD1	0.0580928511847795	0.0185594241403812	non_td	NA	NA
chr8	75034559	75407913	373356	ENSG00000121005	CRISPLD1	ENSG00000164749	HNF4G	0.099285004124723	0.0219790227021931	non_td	NA	NA
chr8	75566835	76681238	1114405	ENSG00000164749	HNF4G	ENSG00000091656	ZFHX4	0.212876813187289	0.049631866332258	td_neighbour	ENSG00000091656	ZFHX4
chr8	76867282	76980257	112977	ENSG00000091656	ZFHX4	ENSG00000164751	PEX2	0.205667781937871	0.039317737238553	td_bs	ENSG00000091656	ZFHX4
chr8	77001045	78516339	1515296	ENSG00000164751	PEX2	ENSG00000171033	PKIA	0.151830632430881	0.0370125704812789	non_td	NA	NA
chr8	78605268	78675742	70476	ENSG00000171033	PKIA	ENSG00000104432	IL7	0.101388557806913	0.0190135649015268	non_td	NA	NA
chr8	78805524	79611116	805594	ENSG00000104432	IL7	ENSG00000104435	STMN2	0.0566920557998196	0.0129221419226062	non_td	NA	NA
chr8	79666159	79762370	96213	ENSG00000104435	STMN2	ENSG00000164683	HEY1	0.0844282789228052	0.0247471755376093	td_neighbour	ENSG00000164683	HEY1
chr8	79767858	80034744	266888	ENSG00000164683	HEY1	ENSG00000076554	TPD52	0.241697438625904	0.0413469320464015	td_bs	ENSG00000164683	HEY1
chr8	80231233	80485618	254387	ENSG00000076554	TPD52	ENSG00000205189	ZBTB10	0.0693459532130219	0.0204845373387791	non_td	NA	NA
chr8	80526266	80628450	102186	ENSG00000205189	ZBTB10	ENSG00000164684	ZNF704	0.158764077270856	0.0374904585755387	non_td	NA	NA
chr8	80874782	80967809	93029	ENSG00000164684	ZNF704	ENSG00000076641	PAG1	0.0856119274634859	0.0202302507820142	non_td	NA	NA
chr8	81112069	81280535	168468	ENSG00000076641	PAG1	ENSG00000164687	FABP5	0.13835775340124	0.02817152218819	non_td	NA	NA
chr8	81284778	81440325	155549	ENSG00000164687	FABP5	ENSG00000147588	PMP2	0.0552567808215065	0.0126005310223788	non_td	NA	NA
chr8	81447440	81458252	10814	ENSG00000147588	PMP2	ENSG00000205186	FABP9	0.112894858516738	0.0251525799889033	non_td	NA	NA
chr8	81461580	81478418	16840	ENSG00000205186	FABP9	ENSG00000170323	FABP4	0.0684856294536822	0.00843230403800475	non_td	NA	NA
chr8	81483237	81524980	41745	ENSG00000170323	FABP4	ENSG00000197416	FABP12	0.0350370104204087	0.0161216912205055	td_neighbour	ENSG00000197416	FABP12
chr8	81531379	81656913	125536	ENSG00000197416	FABP12	ENSG00000133731	IMPA1	0.0652681143257676	0.0175248534284986	td_bs	ENSG00000197416	FABP12
chr8	81686332	81693630	7300	ENSG00000133731	IMPA1	ENSG00000253598	SLC10A5	0.00775287671232854	0.0101369863013699	td_bs	ENSG00000133731	IMPA1
chr8	81695059	81696367	1310	ENSG00000253598	SLC10A5	ENSG00000280193	NA	0.159004580152672	0.0404580152671756	non_td	NA	NA
chr8	81698695	81701333	2640	ENSG00000280193	NA	ENSG00000104231	ZFAND1	-0.00553787878787866	0.00492424242424242	non_td	NA	NA
chr8	81732904	81799580	66678	ENSG00000104231	ZFAND1	ENSG00000104497	SNX16	0.0476983562794237	0.0203665376885929	non_td	NA	NA
chr8	81842867	84182786	2339921	ENSG00000104497	SNX16	ENSG00000184672	RALYL	-0.0183078176571114	0.0132589946412721	non_td	NA	NA
chr8	84921845	85107214	185371	ENSG00000184672	RALYL	ENSG00000133739	LRRCC1	0.056366011943634	0.00924092765319279	non_td	NA	NA
chr8	85146081	85177153	31074	ENSG00000133739	LRRCC1	ENSG00000133740	E2F5	0.0471294329664662	0.00460191800218833	non_td	NA	NA
chr8	85217159	85220586	3429	ENSG00000133740	E2F5	ENSG00000185015	CA13	0.0522790901137363	0.0364537766112569	non_td	NA	NA
chr8	85284074	85373435	89363	ENSG00000185015	CA13	ENSG00000164879	CA3	0.0286042209863144	0.0191690073072748	non_td	NA	NA
chr8	85449041	85463967	14928	ENSG00000164879	CA3	ENSG00000104267	CA2	0.0236697481243303	0.0366425509110397	non_td	NA	NA
chr8	85481494	85987322	505830	ENSG00000104267	CA2	ENSG00000147614	ATP6V0D2	0.0194380048633077	0.0231639088231224	non_td	NA	NA
chr8	86154226	86214062	59838	ENSG00000147614	ATP6V0D2	ENSG00000164893	SLC7A13	0.0644264179952537	0.0118987934088706	non_td	NA	NA
chr8	86321147	86342546	21401	ENSG00000164893	SLC7A13	ENSG00000123124	WWP1	0.140253913368528	0.0124760525209102	non_td	NA	NA
chr8	86478421	86553976	75557	ENSG00000123124	WWP1	ENSG00000170289	CNGB3	0.20473683444287	0.0385669097502548	non_td	NA	NA
chr8	86743676	86866414	122740	ENSG00000170289	CNGB3	ENSG00000176571	CNBD1	0.115939587746469	0.0197164738471566	non_td	NA	NA
chr8	87615220	87870746	255528	ENSG00000176571	CNBD1	ENSG00000176566	DCAF4L2	0.0245440030055438	0.0129887918349457	non_td	NA	NA
chr8	87874016	88032010	157996	ENSG00000176566	DCAF4L2	ENSG00000156103	MMP16	0.0407387275627246	0.0195447986024963	non_td	NA	NA
chr8	88328026	89757805	1429781	ENSG00000156103	MMP16	ENSG00000104312	RIPK2	0.0339719348627602	0.0116933991988983	non_td	NA	NA
chr8	89791065	89901848	110785	ENSG00000104312	RIPK2	ENSG00000164823	OSGIN2	0.105285643363274	0.0114455928149118	non_td	NA	NA
chr8	89927889	89933330	5443	ENSG00000164823	OSGIN2	ENSG00000104320	NBN	0.0594784126400876	0.00275583318023149	non_td	NA	NA
chr8	90003229	90058607	55380	ENSG00000104320	NBN	ENSG00000104327	CALB1	0.157504423979782	0.0250090285301553	non_td	NA	NA
chr8	90095476	90621994	526520	ENSG00000104327	CALB1	ENSG00000180694	TMEM64	0.0968318012610754	0.0163279647496771	non_td	NA	NA
chr8	90791633	90791740	109	ENSG00000180694	TMEM64	ENSG00000123119	NECAB1	0.368697247706422	0.0825688073394495	non_td	NA	NA
chr8	90959394	90993801	34409	ENSG00000123119	NECAB1	ENSG00000155099	PIP4P2	0.22596826411695	0.0246447150454823	td_neighbour	ENSG00000155099	PIP4P2
chr8	91040873	91070195	29324	ENSG00000155099	PIP4P2	ENSG00000155100	OTUD6B	0.160663176919928	0.0126858545900968	td_bs	ENSG00000155099	PIP4P2
chr8	91087096	91209493	122399	ENSG00000155100	OTUD6B	ENSG00000147606	SLC26A7	0.209326644825565	0.0275900946903161	non_td	NA	NA
chr8	91398156	91954966	556812	ENSG00000147606	SLC26A7	ENSG00000079102	RUNX1T1	0.207516919534707	0.0398895857129516	non_td	NA	NA
chr8	92103287	92883531	780246	ENSG00000079102	RUNX1T1	ENSG00000205133	TRIQK	0.316572757822554	0.0608282516026997	td_neighbour	ENSG00000205133	TRIQK
chr8	93017674	93698560	680888	ENSG00000205133	TRIQK	ENSG00000188343	CIBAR1	0.309075880321179	0.0556684799849608	td_bs	ENSG00000205133	TRIQK
chr8	93731528	93740120	8594	ENSG00000188343	CIBAR1	ENSG00000279331	NA	1.73165696997905	0.284617174773098	non_td	NA	NA
chr8	93740774	93754843	14071	ENSG00000279331	NA	ENSG00000164953	TMEM67	0.187091322578355	0.018122379361808	non_td	NA	NA
chr8	93819235	93857806	38573	ENSG00000164953	TMEM67	ENSG00000164951	PDP1	0.061753324864542	0.0158141705337931	non_td	NA	NA
chr8	93926069	94127161	201094	ENSG00000164951	PDP1	ENSG00000079112	CDH17	0.120101171591386	0.0189065810019195	non_td	NA	NA
chr8	94217304	94249252	31950	ENSG00000079112	CDH17	ENSG00000164949	GEM	0.0218314241001565	0.0199687010954617	non_td	NA	NA
chr8	94262351	94371959	109610	ENSG00000164949	GEM	ENSG00000197275	RAD54B	0.167509114131933	0.0180640452513457	non_td	NA	NA
chr8	94475116	94487688	12574	ENSG00000197275	RAD54B	ENSG00000164944	VIRMA	0.124092651503101	0.00747574359790043	non_td	NA	NA
chr8	94553530	94641073	87545	ENSG00000164944	VIRMA	ENSG00000104413	ESRP1	0.0789200296990127	0.0123022445599406	non_td	NA	NA
chr8	94707467	94719702	12237	ENSG00000104413	ESRP1	ENSG00000156162	DPY19L4	-0.00343205033913557	0.00612895317479774	non_td	NA	NA
chr8	94793837	94813310	19475	ENSG00000156162	DPY19L4	ENSG00000164941	INTS8	0.0654739409499344	0.00410783055198973	non_td	NA	NA
chr8	94881747	94895766	14021	ENSG00000164941	INTS8	ENSG00000156170	NDUFAF6	0.768576563725841	0.109335996005991	td_neighbour	ENSG00000156170	NDUFAF6
chr8	95116456	95133784	17330	ENSG00000156170	NDUFAF6	ENSG00000175895	PLEKHF2	0.202787997691869	0.0204847085978073	td_bs	ENSG00000156170	NDUFAF6
chr8	95156686	95244912	88228	ENSG00000175895	PLEKHF2	ENSG00000156172	C8orf37	0.0527807952124038	0.0173527678288072	td_bs	ENSG00000175895	PLEKHF2
chr8	95269202	96142332	873132	ENSG00000156172	C8orf37	ENSG00000156466	GDF6	0.302584650430919	0.0485001122396155	non_td	NA	NA
chr8	96160807	96222946	62141	ENSG00000156466	GDF6	ENSG00000156467	UQCRB	0.125944819040574	0.040408104150239	non_td	NA	NA
chr8	96235547	96239397	3852	ENSG00000156467	UQCRB	ENSG00000156469	MTERF3	0.122355659397715	0.0241433021806854	non_td	NA	NA
chr8	96261611	96261901	292	ENSG00000156469	MTERF3	ENSG00000156471	PTDSS1	0.239075342465753	0.160958904109589	non_td	NA	NA
chr8	96336996	96493812	156818	ENSG00000156471	PTDSS1	ENSG00000169439	SDC2	0.143601391421902	0.0254753918555268	td_neighbour	ENSG00000169439	SDC2
chr8	96611791	96645241	33452	ENSG00000169439	SDC2	ENSG00000104324	CPQ	0.154829546813345	0.0235561401410977	td_bs	ENSG00000169439	SDC2
chr8	97149655	97273487	123834	ENSG00000104324	CPQ	ENSG00000180543	TSPYL5	0.134047692879168	0.0268100844679167	non_td	NA	NA
chr8	97277929	97644183	366256	ENSG00000180543	TSPYL5	ENSG00000147649	MTDH	0.146181779957154	0.0204037613035691	non_td	NA	NA
chr8	97730261	97775056	44797	ENSG00000147649	MTDH	ENSG00000104341	LAPTM4B	-0.0507353170971258	0.005379824541822	non_td	NA	NA
chr8	97853014	97868839	15827	ENSG00000104341	LAPTM4B	ENSG00000132561	MATN2	0.172184873949583	0.041890440386681	non_td	NA	NA
chr8	98036725	98064521	27798	ENSG00000132561	MATN2	ENSG00000177459	ERICH5	0.127135981005824	0.0243542700913735	non_td	NA	NA
chr8	98093611	98102343	8734	ENSG00000177459	ERICH5	ENSG00000132541	RIDA	0.196904511106017	0.0211815891916648	non_td	NA	NA
chr8	98117172	98117292	122	ENSG00000132541	RIDA	ENSG00000104356	POP1	0.730131147540984	0.237704918032787	non_td	NA	NA
chr8	98159836	98189825	29991	ENSG00000104356	POP1	ENSG00000104361	NIPAL2	-0.0455914440998968	0.0397786002467407	non_td	NA	NA
chr8	98294394	98371227	76835	ENSG00000104361	NIPAL2	ENSG00000104375	STK3	0.378151285221573	0.0610789353810113	non_td	NA	NA
chr8	98942828	98944402	1576	ENSG00000104375	STK3	ENSG00000164920	OSR2	1.23346827411168	0.215736040609137	td_neighbour	ENSG00000164920	OSR2
chr8	98952105	99013265	61162	ENSG00000164920	OSR2	ENSG00000132549	VPS13B	0.47234451129783	0.0655145351688957	td_bs	ENSG00000164920	OSR2
chr8	99877581	99960935	83356	ENSG00000132549	VPS13B	ENSG00000132554	RGS22	0.137055976774368	0.0138922213158021	td_bs	ENSG00000132549	VPS13B
chr8	100131269	100133350	2083	ENSG00000132554	RGS22	ENSG00000156509	FBXO43	0.277608737397984	0.0244839174267883	non_td	NA	NA
chr8	100145818	100150622	4806	ENSG00000156509	FBXO43	ENSG00000147669	POLR2K	0.0991302538493553	0.0218476903870162	non_td	NA	NA
chr8	100154004	100157905	3903	ENSG00000147669	POLR2K	ENSG00000104450	SPAG1	0.288759415833974	0.0294645144760441	non_td	NA	NA
chr8	100259279	100509751	250474	ENSG00000104450	SPAG1	ENSG00000186106	ANKRD46	0.249615053857904	0.0373092616399307	non_td	NA	NA
chr8	100559785	100572888	13105	ENSG00000186106	ANKRD46	ENSG00000174226	SNX31	0.0921816863792443	0.0188477680274704	non_td	NA	NA
chr8	100663416	100685815	22401	ENSG00000174226	SNX31	ENSG00000070756	PABPC1	0.0185554662738277	0.0143297174233293	non_td	NA	NA
chr8	100722810	100916522	193714	ENSG00000070756	PABPC1	ENSG00000164924	YWHAZ	0.0480340037374793	0.0153731790164882	non_td	NA	NA
chr8	100953389	101177877	224490	ENSG00000164924	YWHAZ	ENSG00000120963	ZNF706	0.103380230745227	0.0287451556862221	non_td	NA	NA
chr8	101206194	101492438	286246	ENSG00000120963	ZNF706	ENSG00000083307	GRHL2	0.0555088315644644	0.0216422238214682	td_neighbour	ENSG00000083307	GRHL2
chr8	101669727	101686541	16816	ENSG00000083307	GRHL2	ENSG00000104490	NCALD	-0.0521526522359579	0.00237868696479543	td_bs	ENSG00000083307	GRHL2
chr8	102124908	102204501	79595	ENSG00000104490	NCALD	ENSG00000048392	RRM2B	0.10252061059112	0.0120987499214775	non_td	NA	NA
chr8	102238962	102252272	13312	ENSG00000048392	RRM2B	ENSG00000104517	UBR5	0.12284735576923	0.0153996394230769	non_td	NA	NA
chr8	102412760	102551588	138830	ENSG00000104517	UBR5	ENSG00000155087	ODF1	0.0949306129799034	0.0158899373334294	non_td	NA	NA
chr8	102561019	102648783	87766	ENSG00000155087	ODF1	ENSG00000155090	KLF10	0.0373936832030625	0.0107102978374314	non_td	NA	NA
chr8	102655726	102826307	170583	ENSG00000155090	KLF10	ENSG00000155096	AZIN1	0.0752794709906662	0.024615583029962	non_td	NA	NA
chr8	102893865	103021062	127199	ENSG00000155096	AZIN1	ENSG00000155097	ATP6V1C1	0.117371716758797	0.0155897452023994	non_td	NA	NA
chr8	103073052	103140712	67662	ENSG00000155097	ATP6V1C1	ENSG00000164929	BAALC	0.0452168129821756	0.0129762643729124	non_td	NA	NA
chr8	103230306	103298432	68128	ENSG00000164929	BAALC	ENSG00000164930	FZD6	0.128971304015971	0.0121829497416628	non_td	NA	NA
chr8	103332867	103371537	38672	ENSG00000164930	FZD6	ENSG00000164932	CTHRC1	0.12781891290856	0.0194197352089367	non_td	NA	NA
chr8	103382990	103500695	117707	ENSG00000164932	CTHRC1	ENSG00000176406	RIMS2	0.337814556483447	0.0453244072145242	non_td	NA	NA
chr8	104256095	104330323	74230	ENSG00000176406	RIMS2	ENSG00000147647	DPYS	0.011733221069646	0.00967263909470564	non_td	NA	NA
chr8	104467056	104478538	11484	ENSG00000147647	DPYS	ENSG00000279138	NA	-0.0289063915012197	0.0119296412399861	non_td	NA	NA
chr8	104480784	104489230	8448	ENSG00000279138	NA	ENSG00000147650	LRP12	0.092304214015151	0.0147964015151515	non_td	NA	NA
chr8	104589259	104590732	1475	ENSG00000147650	LRP12	ENSG00000169946	ZFPM2	0.185199322033897	0.0644067796610169	td_neighbour	ENSG00000169946	ZFPM2
chr8	105804540	106270143	465605	ENSG00000169946	ZFPM2	ENSG00000164830	OXR1	0.047839127586694	0.0143898798337647	td_bs	ENSG00000169946	ZFPM2
chr8	106752695	106759482	6789	ENSG00000164830	OXR1	ENSG00000174429	ABRA	0.0182766239505083	0.00765944910885256	non_td	NA	NA
chr8	106770245	107249481	479238	ENSG00000174429	ABRA	ENSG00000154188	ANGPT1	0.0576411636806771	0.0193640738004916	non_td	NA	NA
chr8	107498056	107899315	401261	ENSG00000154188	ANGPT1	ENSG00000147655	RSPO2	0.133255140669028	0.026010501892783	non_td	NA	NA
chr8	108083643	108162786	79145	ENSG00000147655	RSPO2	ENSG00000104408	EIF3E	0.180329976625195	0.0269884389411839	non_td	NA	NA
chr8	108443497	108443600	105	ENSG00000104408	EIF3E	ENSG00000104412	EMC2	0.380295238095238	0.171428571428571	td_neighbour	ENSG00000104412	EMC2
chr8	108489197	108606849	117654	ENSG00000104412	EMC2	ENSG00000164841	TMEM74	0.255510454383178	0.0364373501963384	td_bs	ENSG00000104412	EMC2
chr8	108787595	109086584	298991	ENSG00000164841	TMEM74	ENSG00000174417	TRHR	0.106619874845724	0.016117541999592	non_td	NA	NA
chr8	109121566	109240918	119354	ENSG00000174417	TRHR	ENSG00000120526	NUDCD1	0.129328769877863	0.0148968614374047	non_td	NA	NA
chr8	109334122	109334323	203	ENSG00000120526	NUDCD1	ENSG00000120533	ENY2	2.20343842364532	0.41871921182266	non_td	NA	NA
chr8	109345955	109362460	16507	ENSG00000120533	ENY2	ENSG00000205038	PKHD1L1	0.105018052947233	0.0148421881625977	non_td	NA	NA
chr8	109537208	109539710	2504	ENSG00000205038	PKHD1L1	ENSG00000147654	EBAG9	0.0840854632587861	0.027555910543131	non_td	NA	NA
chr8	109565997	109573977	7982	ENSG00000147654	EBAG9	ENSG00000147642	SYBU	0.299539839639187	0.0472312703583062	non_td	NA	NA
chr8	109691792	109963635	271845	ENSG00000147642	SYBU	ENSG00000164794	KCNV1	0.124605363350454	0.0217807942025787	non_td	NA	NA
chr8	109975772	112222927	2247157	ENSG00000164794	KCNV1	ENSG00000164796	CSMD3	-0.001480508927515	0.0107224372840883	non_td	NA	NA
chr8	113436940	115408495	1971557	ENSG00000164796	CSMD3	ENSG00000104447	TRPS1	0.00785926097998798	0.0145311548182477	non_td	NA	NA
chr8	115809674	116642129	832457	ENSG00000104447	TRPS1	ENSG00000147677	EIF3H	0.28771493662741	0.0567092354319803	non_td	NA	NA
